-2.638e+10 -1.047e+11 8.679e+07
-2.34484e+10 -1.0538e+11 -9.17117e+07
-2.04981e+10 -1.05978e+11 -2.70161e+08
-1.75316e+10 -1.06494e+11 -4.48419e+08
-1.45511e+10 -1.06926e+11 -6.26349e+08
-1.15588e+10 -1.07275e+11 -8.0381e+08
-8.55717e+09 -1.07541e+11 -9.80666e+08
-5.54846e+09 -1.07722e+11 -1.15678e+09
-2.53502e+09 -1.0782e+11 -1.33201e+09
4.80809e+08 -1.07833e+11 -1.50622e+09
3.49668e+09 -1.07761e+11 -1.67928e+09
6.51025e+09 -1.07605e+11 -1.85105e+09
9.51915e+09 -1.07365e+11 -2.02139e+09
1.2521e+10 -1.07041e+11 -2.19017e+09
1.55135e+10 -1.06632e+11 -2.35726e+09
1.84944e+10 -1.0614e+11 -2.52253e+09
2.14611e+10 -1.05564e+11 -2.68584e+09
2.44114e+10 -1.04906e+11 -2.84706e+09
2.73431e+10 -1.04164e+11 -3.00607e+09
3.02537e+10 -1.03341e+11 -3.16274e+09
3.3141e+10 -1.02436e+11 -3.31695e+09
3.60026e+10 -1.0145e+11 -3.46857e+09
3.88364e+10 -1.00384e+11 -3.61748e+09
4.164e+10 -9.92384e+10 -3.76357e+09
4.44112e+10 -9.80144e+10 -3.90671e+09
4.71479e+10 -9.67128e+10 -4.04679e+09
4.98478e+10 -9.53345e+10 -4.1837e+09
5.25088e+10 -9.38805e+10 -4.31732e+09
5.51287e+10 -9.2352e+10 -4.44755e+09
5.77055e+10 -9.075e+10 -4.57429e+09
6.02371e+10 -8.90759e+10 -4.69743e+09
6.27214e+10 -8.73309e+10 -4.81687e+09
6.51564e+10 -8.55162e+10 -4.93251e+09
6.75402e+10 -8.36334e+10 -5.04426e+09
6.98709e+10 -8.16839e+10 -5.15203e+09
7.21465e+10 -7.9669e+10 -5.25573e+09
7.43652e+10 -7.75905e+10 -5.35527e+09
7.65252e+10 -7.54499e+10 -5.45058e+09
7.86248e+10 -7.32489e+10 -5.54157e+09
8.06623e+10 -7.09891e+10 -5.62817e+09
8.26359e+10 -6.86725e+10 -5.7103e+09
8.45442e+10 -6.63006e+10 -5.78791e+09
8.63854e+10 -6.38755e+10 -5.86092e+09
8.81582e+10 -6.1399e+10 -5.92927e+09
8.9861e+10 -5.88731e+10 -5.99291e+09
9.14924e+10 -5.62998e+10 -6.05179e+09
9.30512e+10 -5.3681e+10 -6.10584e+09
9.4536e+10 -5.10189e+10 -6.15504e+09
9.59456e+10 -4.83155e+10 -6.19933e+09
9.72789e+10 -4.55731e+10 -6.23868e+09
9.85347e+10 -4.27937e+10 -6.27305e+09
9.9712e+10 -3.99797e+10 -6.30242e+09
1.0081e+11 -3.71331e+10 -6.32676e+09
1.01827e+11 -3.42564e+10 -6.34604e+09
1.02763e+11 -3.13517e+10 -6.36026e+09
1.03618e+11 -2.84215e+10 -6.36939e+09
1.04389e+11 -2.5468e+10 -6.37343e+09
1.05077e+11 -2.24936e+10 -6.37237e+09
1.05681e+11 -1.95008e+10 -6.36621e+09
1.06201e+11 -1.64918e+10 -6.35496e+09
1.06636e+11 -1.34691e+10 -6.33862e+09
1.06985e+11 -1.04352e+10 -6.31721e+09
1.07249e+11 -7.3924e+09 -6.29074e+09
1.07427e+11 -4.34324e+09 -6.25922e+09
1.07519e+11 -1.29014e+09 -6.2227e+09
1.07525e+11 1.76444e+09 -6.18118e+09
1.07445e+11 4.81806e+09 -6.13472e+09
1.07279e+11 7.86824e+09 -6.08334e+09
1.07027e+11 1.09125e+10 -6.02708e+09
1.06689e+11 1.39485e+10 -5.96599e+09
1.06266e+11 1.69737e+10 -5.90012e+09
1.05757e+11 1.99857e+10 -5.82952e+09
1.05164e+11 2.29821e+10 -5.75424e+09
1.04487e+11 2.59604e+10 -5.67436e+09
1.03726e+11 2.89183e+10 -5.58993e+09
1.02882e+11 3.18533e+10 -5.50102e+09
1.01956e+11 3.47632e+10 -5.4077e+09
1.00948e+11 3.76456e+10 -5.31005e+09
9.98596e+10 4.04982e+10 -5.20814e+09
9.8691e+10 4.33186e+10 -5.10207e+09
9.74435e+10 4.61047e+10 -4.99191e+09
